,userId,movieId,rating,timestamp,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
21875194,142226,152171,2.5,1534689217,Michael Jackson - Bad (1987),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15495428,100364,1080,4.5,1183048327,Monty Python's Life of Brian (1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364882,28742,5952,3.5,1245173504,"Lord of the Rings: The Two Towers, The (2002)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15505963,100422,2268,4.0,1086264720,"Few Good Men, A (1992)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
16532721,107264,111364,4.0,1486511043,Godzilla (2014),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
10155458,65868,157296,5.0,1467897233,Finding Dory (2016),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11390546,73915,2301,3.0,907090049,History of the World: Part I (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16193094,104992,157296,4.0,1538622472,Finding Dory (2016),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284563,8643,589,4.0,839539363,Terminator 2: Judgment Day (1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20868459,135678,140267,4.0,1516647504,The Witch (2015),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24155920,156988,5991,4.5,1180166730,Chicago (2002),0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
7489914,48643,4993,5.0,1559956994,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14734912,95391,83613,2.0,1502409192,Cowboys & Aliens (2011),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
12608994,81566,3178,3.5,1361295517,"Hurricane, The (1999)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10866391,70520,7482,3.0,1085445058,Enter the Dragon (1973),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10218199,66244,82242,1.5,1509805591,Rare Exports: A Christmas Tale (Rare Exports) (2010),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18413390,119278,44555,4.0,1216655262,"Lives of Others, The (Das leben der Anderen) (2006)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
23620625,153302,3,4.0,851331095,Grumpier Old Men (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16373148,106222,72378,5.0,1434313393,2012 (2009),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3009380,19867,2424,3.0,1321727668,You've Got Mail (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15657238,101406,1653,5.0,1315211203,Gattaca (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
24958477,162298,1097,4.0,940884709,E.T. the Extra-Terrestrial (1982),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5525495,35804,1267,5.0,996359770,"Manchurian Candidate, The (1962)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
24794305,161157,69640,3.0,1259419637,Public Enemies (2009),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
13222615,85628,1461,5.0,863543441,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20688691,134526,1029,3.0,1030664070,Dumbo (1941),0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2711458,18023,48322,3.5,1301714961,Jackass Number Two (2006),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17232854,111647,5312,3.0,1022694455,Murder by Numbers (2002),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15108195,97921,356,4.0,1470395717,Forrest Gump (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
23347148,151573,7254,4.5,1225429097,The Butterfly Effect (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
20008111,130086,6509,5.0,1330782600,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22129570,143844,71252,1.0,1259118272,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5391466,34987,70093,3.5,1249945453,Cheri (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11034407,71748,3354,2.5,1440043193,Mission to Mars (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20063842,130411,46578,3.0,1252819860,Little Miss Sunshine (2006),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7161061,46412,56587,3.0,1522614832,"Bucket List, The (2007)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8705253,56716,69481,4.0,1445281381,"Hurt Locker, The (2008)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
13803685,89464,3646,1.0,1337439059,Big Momma's House (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11532296,74782,1200,4.0,1431965947,Aliens (1986),0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4828236,31533,111759,1.5,1406862247,Edge of Tomorrow (2014),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11321781,73448,97304,4.0,1473498830,Argo (2012),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1289123,8688,539,4.0,1126059017,Sleepless in Seattle (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8623013,56171,34,5.0,836343556,Babe (1995),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10785262,69998,858,5.0,981172058,"Godfather, The (1972)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1312762,8860,177765,4.0,1520212475,Coco (2017),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158297,33518,420,3.5,1111757621,Beverly Hills Cop III (1994),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11325267,73472,144,4.0,861205921,"Brothers McMullen, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080211,7285,235,5.0,996648157,Ed Wood (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2201241,14659,64497,3.5,1280070621,"Day the Earth Stood Still, The (2008)",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
12495350,80883,1784,3.0,938999336,As Good as It Gets (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8284651,53937,609,3.0,840740189,Homeward Bound II: Lost in San Francisco (1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15198169,98477,65230,5.0,1234122620,Marley & Me (2008),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5457257,35374,1,5.0,1243779267,Toy Story (1995),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16204802,105068,435,3.0,836499232,Coneheads (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6684721,43231,3751,3.0,1324307339,Chicken Run (2000),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3076054,20254,1171,5.0,942079034,Bob Roberts (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135679,33374,2405,3.5,1160149368,"Jewel of the Nile, The (1985)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10216150,66239,480,4.0,1484625456,Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3582926,23651,1641,3.0,1524776178,"Full Monty, The (1997)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6293020,40794,4896,3.0,1182942803,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11047705,71839,45666,2.0,1431800582,Nacho Libre (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23999186,155962,165,5.0,1424812814,Die Hard: With a Vengeance (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7789414,50601,167746,3.5,1538513868,The Lego Batman Movie (2017),0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13720439,88881,4306,3.0,1484349361,Shrek (2001),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
484800,3316,6934,4.0,1487255562,"Matrix Revolutions, The (2003)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
19964995,129793,2728,2.0,1122165232,Spartacus (1960),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
19958538,129752,76077,2.5,1419535118,Hot Tub Time Machine (2010),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6776495,43904,1973,3.0,1108776271,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5567787,36028,52579,4.0,1200088319,"Vie en Rose, La (Môme, La) (2007)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
14344406,92939,1196,4.5,1495619831,Star Wars: Episode V - The Empire Strikes Back (1980),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8746661,57050,1196,5.0,1211737526,Star Wars: Episode V - The Empire Strikes Back (1980),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8978811,58478,318,5.0,1423255660,"Shawshank Redemption, The (1994)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8013203,52147,504,4.0,945045822,No Escape (1994),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15892367,103036,72395,4.0,1545124655,Precious (2009),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4338927,28561,7980,4.5,1112645739,"Bridge Too Far, A (1977)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18519570,119993,10,3.5,1499918033,GoldenEye (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13753131,89122,95,4.0,846653837,Broken Arrow (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6055318,39230,2333,4.0,942049990,Gods and Monsters (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8184439,53252,56587,4.5,1468620535,"Bucket List, The (2007)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24202963,157329,745,5.0,833377299,Wallace & Gromit: A Close Shave (1995),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12445250,80571,45106,2.0,1495308549,American Dreamz (2006),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5400130,35036,910,4.0,956101901,Some Like It Hot (1959),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24891056,161867,4878,4.5,1487039124,Donnie Darko (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
9447528,61418,4025,4.0,1451415747,Miss Congeniality (2000),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2483478,16552,141422,3.5,1481087566,Suffragette (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23132395,150257,3897,4.0,970946040,Almost Famous (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5112880,33246,4016,5.0,1506481407,"Emperor's New Groove, The (2000)",0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18066868,117070,924,4.0,1014067576,2001: A Space Odyssey (1968),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17953142,116327,2420,3.0,1224770627,"Karate Kid, The (1984)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19158220,124293,119141,3.0,1468201900,The Interview (2014),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11626288,75369,2423,3.5,1334069054,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10223552,66279,72641,4.0,1441571153,"Blind Side, The  (2009)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2052590,13669,353,3.0,835804951,"Crow, The (1994)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3510589,23154,55261,3.5,1219859920,"Heartbreak Kid, The (2007)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19552872,126970,59731,3.0,1223143871,"Bigger, Stronger, Faster* (2008)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17822925,115548,1214,4.0,1503439915,Alien (1979),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1717576,11444,2762,4.0,978742526,"Sixth Sense, The (1999)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1236822,8363,213,5.0,952553953,Burnt by the Sun (Utomlyonnye solntsem) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8129834,52917,2966,3.0,976921055,"Straight Story, The (1999)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19416145,126043,648,2.0,1118679308,Mission: Impossible (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14863630,96284,1374,3.0,912531000,Star Trek II: The Wrath of Khan (1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6967409,45169,141,5.0,850929785,"Birdcage, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878544,44627,136864,3.0,1554745565,Batman v Superman: Dawn of Justice (2016),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3032310,20020,800,4.0,945065132,Lone Star (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3882203,25568,145,3.5,1094662284,Bad Boys (1995),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
12454068,80598,595,3.5,1304953196,Beauty and the Beast (1991),0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
11720109,75998,3114,4.5,1107947653,Toy Story 2 (1999),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21824092,141877,60126,3.5,1463528638,Get Smart (2008),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9344400,60818,3424,4.0,1417252729,Do the Right Thing (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9060538,59025,46967,3.0,1339110832,Scoop (2006),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21608469,140504,208,4.5,1425156277,Waterworld (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2146984,14355,1247,5.0,943122655,"Graduate, The (1967)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20114461,130779,858,5.0,1231035225,"Godfather, The (1972)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24188277,157223,1197,4.5,1245969273,"Princess Bride, The (1987)",0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8752378,57079,85414,4.5,1509294990,Source Code (2011),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
19333360,125502,2826,3.0,1026959010,"13th Warrior, The (1999)",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9551783,62008,1333,2.5,1498857910,"Birds, The (1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14072782,91258,60069,4.5,1215063015,WALL·E (2008),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
13633389,88261,88235,3.5,1348855100,"Guard, The (2011)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14937864,96791,2019,5.0,1111584366,Seven Samurai (Shichinin no samurai) (1954),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13066954,84606,2,3.0,841121129,Jumanji (1995),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2759853,18307,515,3.0,831742136,"Remains of the Day, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23887812,155166,4226,4.0,1019824170,Memento (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
166168,1187,8644,2.5,1420135246,"I, Robot (2004)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5626008,36457,204,2.5,1113404917,Under Siege 2: Dark Territory (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9182386,59842,6122,0.5,1283227095,Richard Pryor Live on the Sunset Strip (1982),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7865605,51086,3039,4.0,1068091013,Trading Places (1983),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13156899,85194,733,4.0,854718844,"Rock, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17603717,114120,493,5.0,976238229,Menace II Society (1993),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20676478,134449,3578,3.0,1487629538,Gladiator (2000),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2556434,17039,2439,4.0,940284399,Affliction (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170235,1211,2291,0.5,1085164461,Edward Scissorhands (1990),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
14467028,93679,5152,3.0,1038437197,We Were Soldiers (2002),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22740675,147822,97938,3.0,1475513693,Life of Pi (2012),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20376431,132512,337,5.0,1022139450,What's Eating Gilbert Grape (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23831774,154799,2490,2.0,1008050360,Payback (1999),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22671017,147335,8529,4.0,1294249750,"Terminal, The (2004)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16463678,106802,5952,5.0,1560637322,"Lord of the Rings: The Two Towers, The (2002)",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24019103,156086,265,4.0,835950417,Like Water for Chocolate (Como agua para chocolate) (1992),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
13449887,86956,1213,4.0,1514279998,Goodfellas (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10307451,66854,6380,3.0,1087313315,Capturing the Friedmans (2003),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16011353,103784,247,4.0,842604456,Heavenly Creatures (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16071462,104157,4310,3.0,1010606796,Pearl Harbor (2001),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
16645623,107966,480,3.0,841789124,Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7612335,49403,852,3.0,959731490,Tin Cup (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11517775,74644,105844,4.5,1392295836,12 Years a Slave (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3421529,22574,313,3.0,1120110434,"Swan Princess, The (1994)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12292517,79631,1485,3.5,1121561523,Liar Liar (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15569002,100811,1127,4.0,955086581,"Abyss, The (1989)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1444563,9685,364,2.0,1462582837,"Lion King, The (1994)",0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1721587,11468,1247,5.0,851053043,"Graduate, The (1967)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1544251,10346,1923,4.0,1046433055,There's Something About Mary (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6971567,45190,3107,5.0,1540960724,Backdraft (1991),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24260669,157681,180,3.0,1385595028,Mallrats (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9353763,60865,648,3.5,1321284220,Mission: Impossible (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
266907,1870,4896,2.5,1124964532,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4815391,31450,6058,2.5,1430535904,Final Destination 2 (2003),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4847559,31643,500,5.0,834626298,Mrs. Doubtfire (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24310267,157987,2353,4.0,956586315,Enemy of the State (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14186126,91916,22,3.0,837152890,Copycat (1995),0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
18847359,122172,2080,4.0,944901783,Lady and the Tramp (1955),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1173740,7927,2004,4.0,1552831155,Gremlins 2: The New Batch (1990),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4618020,30210,1954,5.0,976922191,Rocky (1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21279251,138298,1262,4.0,1302565490,"Great Escape, The (1963)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18474962,119695,1994,3.0,955232077,Poltergeist (1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8954637,58351,3809,3.0,1134598473,What About Bob? (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5322998,34547,70286,3.0,1427546962,District 9 (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21349166,138743,71033,4.5,1473775661,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
5306748,34417,58559,2.0,1544333415,"Dark Knight, The (2008)",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
6799872,44048,1097,1.0,1186460422,E.T. the Extra-Terrestrial (1982),0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5265185,34203,79132,4.5,1291138726,Inception (2010),0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
12914900,83577,6480,2.5,1114033527,Thoroughly Modern Millie (1967),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20766938,135026,4956,3.5,1435148138,"Stunt Man, The (1980)",0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2027569,13501,1277,4.0,875243261,Cyrano de Bergerac (1990),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1115932,7518,78499,4.0,1399303232,Toy Story 3 (2010),0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
24921940,162067,121366,2.5,1481826951,Get a Horse! (2013),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18624673,120688,480,4.5,1233178380,Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12961887,83926,55820,4.5,1252111989,No Country for Old Men (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23203940,150655,133185,5.0,1571929382,The Bélier Family (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671403,4590,4372,3.5,1145603564,Crazy/Beautiful (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18000344,116594,63859,3.5,1433041257,Bolt (2008),0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600323,30111,589,4.0,944937046,Terminator 2: Judgment Day (1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6571876,42570,1219,3.0,943838394,Psycho (1960),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
14740811,95427,6708,4.0,1440949314,Matchstick Men (2003),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21242647,138034,6377,5.0,1486616259,Finding Nemo (2003),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24596104,159827,32,4.0,947542064,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
16500657,107048,3801,4.5,1059581716,Anatomy of a Murder (1959),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22235664,144572,2805,1.0,1116606953,Mickey Blue Eyes (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
701716,4781,736,2.0,865971456,Twister (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
765074,5183,7293,3.5,1433077991,50 First Dates (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20940009,136164,8644,2.0,1428195304,"I, Robot (2004)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
